Date (CEST),HOB_Output_Backup[Dim 1][MW],Wood_CHP_Load_Output_A1[Dim 1][MW],HP_Electricity_Consumption_A2[Dim 1][MW],Waste_CHP_Load_Output_A1[Dim 1][MW],HP_Electricity_Consumption_A1[Dim 1][MW],HOB_Load_Output_A2[Dim 1][MW],Wood_Fuel_Input_A1[Dim 1][MW],Waste_Fuel_Input_A1[Dim 1][MW],Wood_CHP_Electricity_Output_A1[Dim 1][MW],HOB_Fuel_Input_A2[Dim 1][MW],Waste_CHP_Electricity_Output_A1[Dim 1][MW],Area_Exchange[Dim 1][MW],HOB_Fuel_Input_A1[Dim 1][MW],Pellet_CHP_Load_Output_A2[Dim 1][MW],Pellet_CHP_Electricity_Output_A2[Dim 1][MW],HP_Load_Output_A1[Dim 1][MW],Thermal_Output_A2[Dim 1][MW],Pellet_Fuel_Input_A2[Dim 1][MW],HP_Load_Output_A2[Dim 1][MW],Thermal_Output_A1[Dim 1][MW]
06-08-2017 09:00:00,0.0,0.0,0.0,53.28,0.0,0.0,0.0,108.64,0.0,0.0,21.31,11.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.28
06-08-2017 10:00:00,0.0,0.0,0.0,46.13,0.0,0.0,0.0,94.08,0.0,0.0,18.45,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.13
06-08-2017 11:00:00,0.0,0.0,0.0,69.67,0.0,0.0,0.0,142.08,0.0,0.0,27.87,12.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.67
06-08-2017 12:00:00,0.0,0.0,0.0,54.82,0.0,0.0,0.0,111.8,0.0,0.0,21.93,13.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.82
06-08-2017 13:00:00,0.0,0.0,0.0,48.17,0.0,0.0,0.0,98.23,0.0,0.0,19.27,14.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.17
06-08-2017 14:00:00,0.0,0.0,0.0,50.67,0.0,0.0,0.0,103.33,0.0,0.0,20.27,11.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.67
06-08-2017 15:00:00,0.0,0.0,0.0,42.09,0.0,0.0,0.0,85.82,0.0,0.0,16.83,10.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.09
06-08-2017 16:00:00,0.0,0.0,0.0,50.28,0.0,0.0,0.0,102.54,0.0,0.0,20.11,11.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.28
06-08-2017 17:00:00,0.0,0.0,0.0,61.86,0.0,0.0,0.0,126.15,0.0,0.0,24.74,12.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.86
06-08-2017 18:00:00,0.0,0.0,0.0,67.56,0.0,0.0,0.0,137.78,0.0,0.0,27.02,15.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.56
06-08-2017 19:00:00,0.0,0.0,0.0,70.76,0.0,0.0,0.0,144.3,0.0,0.0,28.3,21.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.76
06-08-2017 20:00:00,0.0,0.0,0.0,80.41,0.0,0.0,0.0,163.97,0.0,0.0,32.16,20.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.41
06-08-2017 21:00:00,0.0,0.0,0.0,62.64,0.0,0.0,0.0,127.73,0.0,0.0,25.05,13.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.64
06-08-2017 22:00:00,0.0,0.0,0.0,61.58,0.0,0.0,0.0,125.58,0.0,0.0,24.63,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.58
06-08-2017 23:00:00,0.0,0.0,0.0,40.15,0.0,0.0,0.0,81.88,0.0,0.0,16.06,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.15
07-08-2017 00:00:00,0.0,0.0,0.0,36.39,0.0,0.0,0.0,74.2,0.0,0.0,14.55,7.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39
07-08-2017 01:00:00,0.0,0.0,0.0,34.94,0.0,0.0,0.0,71.26,0.0,0.0,13.98,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.94
07-08-2017 02:00:00,0.0,0.0,0.0,30.02,0.0,0.0,0.0,61.21,0.0,0.0,12.01,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.02
07-08-2017 03:00:00,0.0,0.0,0.0,32.23,0.0,0.0,0.0,65.73,0.0,0.0,12.89,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.23
07-08-2017 04:00:00,0.0,0.0,0.0,32.62,0.0,0.0,0.0,66.52,0.0,0.0,13.05,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.62
07-08-2017 05:00:00,0.0,0.0,0.0,35.61,0.0,0.0,0.0,72.62,0.0,0.0,14.24,6.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.61
07-08-2017 06:00:00,0.0,0.0,0.0,65.24,0.0,0.0,0.0,133.04,0.0,0.0,26.1,13.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.24
07-08-2017 07:00:00,0.0,0.0,0.0,84.45,0.0,0.0,0.0,172.22,0.0,0.0,33.78,19.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.45
07-08-2017 08:00:00,0.0,0.0,0.0,57.53,0.0,0.0,0.0,117.32,0.0,0.0,23.01,15.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.53
07-08-2017 09:00:00,0.0,0.0,0.0,54.05,0.0,0.0,0.0,110.22,0.0,0.0,21.62,12.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.05
07-08-2017 10:00:00,0.0,0.0,0.0,67.67,0.0,0.0,0.0,137.99,0.0,0.0,27.07,18.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.67
07-08-2017 11:00:00,0.0,0.0,0.0,56.09,0.0,0.0,0.0,114.38,0.0,0.0,22.44,17.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.09
07-08-2017 12:00:00,0.0,0.0,0.0,48.45,0.0,0.0,0.0,98.81,0.0,0.0,19.38,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.45
07-08-2017 13:00:00,0.0,0.0,0.0,48.45,0.0,0.0,0.0,98.81,0.0,0.0,19.38,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.45
07-08-2017 14:00:00,0.0,0.0,0.0,33.11,0.0,0.0,0.0,67.52,0.0,0.0,13.24,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11
07-08-2017 15:00:00,0.0,0.0,0.0,40.54,0.0,0.0,0.0,82.67,0.0,0.0,16.21,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.54
07-08-2017 16:00:00,0.0,0.0,0.0,56.27,0.0,0.0,0.0,114.74,0.0,0.0,22.51,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.27
07-08-2017 17:00:00,0.0,0.0,0.0,54.33,0.0,0.0,0.0,110.8,0.0,0.0,21.73,10.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.33
07-08-2017 18:00:00,0.0,0.0,0.0,73.44,0.0,0.0,0.0,149.76,0.0,0.0,29.38,13.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.44
07-08-2017 19:00:00,0.0,0.0,0.0,59.85,0.0,0.0,0.0,122.06,0.0,0.0,23.94,18.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.85
07-08-2017 20:00:00,0.0,0.0,0.0,65.24,0.0,0.0,0.0,133.04,0.0,0.0,26.1,13.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.24
07-08-2017 21:00:00,0.0,0.0,0.0,99.38,0.0,0.0,0.0,202.65,0.0,0.0,39.75,10.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.38
07-08-2017 22:00:00,0.0,0.0,0.0,67.67,0.0,0.0,0.0,137.99,0.0,0.0,27.07,18.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.67
07-08-2017 23:00:00,0.0,0.0,0.0,53.17,0.0,0.0,0.0,108.43,0.0,0.0,21.27,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.17
08-08-2017 00:00:00,0.0,0.0,0.0,41.59,0.0,0.0,0.0,84.82,0.0,0.0,16.64,7.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.59
08-08-2017 01:00:00,0.0,0.0,0.0,30.02,0.0,0.0,0.0,61.21,0.0,0.0,12.01,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.02
08-08-2017 02:00:00,0.0,0.0,0.0,30.02,0.0,0.0,0.0,61.21,0.0,0.0,12.01,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.02
08-08-2017 03:00:00,0.0,0.0,0.0,29.63,0.0,0.0,0.0,60.42,0.0,0.0,11.85,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.63
08-08-2017 04:00:00,0.0,0.0,0.0,34.17,0.0,0.0,0.0,69.68,0.0,0.0,13.67,8.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.17
08-08-2017 05:00:00,0.0,0.0,0.0,36.77,0.0,0.0,0.0,74.99,0.0,0.0,14.71,8.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.77
08-08-2017 06:00:00,0.0,0.0,0.0,60.81,0.0,0.0,0.0,124.0,0.0,0.0,24.32,13.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.81
08-08-2017 07:00:00,0.0,0.0,0.0,65.84,0.0,0.0,0.0,134.26,0.0,0.0,26.33,18.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.84
08-08-2017 08:00:00,0.0,0.0,0.0,60.91,0.0,0.0,0.0,124.21,0.0,0.0,24.36,16.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.91
08-08-2017 09:00:00,0.0,0.0,0.0,54.54,0.0,0.0,0.0,111.22,0.0,0.0,21.82,15.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54
08-08-2017 10:00:00,0.0,0.0,0.0,51.45,0.0,0.0,0.0,104.91,0.0,0.0,20.58,12.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.45
08-08-2017 11:00:00,0.0,0.0,0.0,58.48,0.0,0.0,0.0,119.26,0.0,0.0,23.39,11.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.48
08-08-2017 12:00:00,0.0,0.0,0.0,52.22,0.0,0.0,0.0,106.49,0.0,0.0,20.89,13.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.22
08-08-2017 13:00:00,0.0,0.0,0.0,48.35,0.0,0.0,0.0,98.6,0.0,0.0,19.34,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.35
08-08-2017 14:00:00,0.0,0.0,0.0,43.25,0.0,0.0,0.0,88.19,0.0,0.0,17.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.25
08-08-2017 15:00:00,0.0,0.0,0.0,40.54,0.0,0.0,0.0,82.67,0.0,0.0,16.21,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.54
08-08-2017 16:00:00,0.0,0.0,0.0,49.51,0.0,0.0,0.0,100.96,0.0,0.0,19.8,10.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.51
08-08-2017 17:00:00,0.0,0.0,0.0,47.01,0.0,0.0,0.0,95.87,0.0,0.0,18.8,13.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.01
08-08-2017 18:00:00,0.0,0.0,0.0,69.01,0.0,0.0,0.0,140.72,0.0,0.0,27.6,14.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.01
08-08-2017 19:00:00,0.0,0.0,0.0,61.58,0.0,0.0,0.0,125.58,0.0,0.0,24.63,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.58
08-08-2017 20:00:00,0.0,0.0,0.0,67.07,0.0,0.0,0.0,136.77,0.0,0.0,26.83,12.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.07
08-08-2017 21:00:00,0.0,0.0,0.0,67.95,0.0,0.0,0.0,138.56,0.0,0.0,27.18,15.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.95
08-08-2017 22:00:00,0.0,0.0,0.0,46.62,0.0,0.0,0.0,95.08,0.0,0.0,18.65,12.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.62
08-08-2017 23:00:00,0.0,0.0,0.0,40.54,0.0,0.0,0.0,82.67,0.0,0.0,16.21,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.54
09-08-2017 00:00:00,0.0,0.0,0.0,43.42,0.0,0.0,0.0,88.55,0.0,0.0,17.37,6.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.42
09-08-2017 01:00:00,0.0,0.0,0.0,27.02,0.0,0.0,0.0,55.11,0.0,0.0,10.81,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.02
09-08-2017 02:00:00,0.0,0.0,0.0,31.85,0.0,0.0,0.0,64.94,0.0,0.0,12.74,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.85
09-08-2017 03:00:00,0.0,0.0,0.0,29.63,0.0,0.0,0.0,60.42,0.0,0.0,11.85,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.63
09-08-2017 04:00:00,0.0,0.0,0.0,32.62,0.0,0.0,0.0,66.52,0.0,0.0,13.05,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.62
09-08-2017 05:00:00,0.0,0.0,0.0,33.78,0.0,0.0,0.0,68.89,0.0,0.0,13.51,7.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.78
09-08-2017 06:00:00,0.0,0.0,0.0,52.11,0.0,0.0,0.0,106.27,0.0,0.0,20.85,10.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.11
09-08-2017 07:00:00,0.0,0.0,0.0,72.1,0.0,0.0,0.0,147.03,0.0,0.0,28.84,17.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1
09-08-2017 08:00:00,0.0,0.0,0.0,48.84,0.0,0.0,0.0,99.6,0.0,0.0,19.54,12.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.84
09-08-2017 09:00:00,0.0,0.0,0.0,47.4,0.0,0.0,0.0,96.66,0.0,0.0,18.96,13.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.4
09-08-2017 10:00:00,0.0,0.0,0.0,70.06,0.0,0.0,0.0,142.87,0.0,0.0,28.02,12.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.06
09-08-2017 11:00:00,0.0,0.0,0.0,52.89,0.0,0.0,0.0,107.85,0.0,0.0,21.16,11.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.89
09-08-2017 12:00:00,0.0,0.0,0.0,52.89,0.0,0.0,0.0,107.85,0.0,0.0,21.16,11.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.89
09-08-2017 13:00:00,0.0,0.0,0.0,46.52,0.0,0.0,0.0,94.86,0.0,0.0,18.61,10.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.52
09-08-2017 14:00:00,0.0,0.0,0.0,39.87,0.0,0.0,0.0,81.3,0.0,0.0,15.95,11.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.87
09-08-2017 15:00:00,0.0,0.0,0.0,40.92,0.0,0.0,0.0,83.45,0.0,0.0,16.37,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.92
09-08-2017 16:00:00,0.0,0.0,0.0,55.11,0.0,0.0,0.0,112.37,0.0,0.0,22.04,10.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.11
09-08-2017 17:00:00,0.0,0.0,0.0,66.19,0.0,0.0,0.0,134.98,0.0,0.0,26.48,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.19
09-08-2017 18:00:00,0.0,0.0,0.0,73.34,0.0,0.0,0.0,149.55,0.0,0.0,29.33,10.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.34
09-08-2017 19:00:00,0.0,0.0,0.0,49.62,0.0,0.0,0.0,101.18,0.0,0.0,19.85,13.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.62
09-08-2017 20:00:00,0.0,0.0,0.0,76.43,0.0,0.0,0.0,155.86,0.0,0.0,30.57,13.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.43
09-08-2017 21:00:00,0.0,0.0,0.0,61.3,0.0,0.0,0.0,125.0,0.0,0.0,24.52,17.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.3
09-08-2017 22:00:00,0.0,0.0,0.0,62.64,0.0,0.0,0.0,127.73,0.0,0.0,25.05,13.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.64
09-08-2017 23:00:00,0.0,0.0,0.0,41.31,0.0,0.0,0.0,84.24,0.0,0.0,16.52,10.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.31
10-08-2017 00:00:00,0.0,0.0,0.0,38.99,0.0,0.0,0.0,79.51,0.0,0.0,15.6,7.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.99
10-08-2017 01:00:00,0.0,0.0,0.0,35.22,0.0,0.0,0.0,71.83,0.0,0.0,14.09,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.22
10-08-2017 02:00:00,0.0,0.0,0.0,29.63,0.0,0.0,0.0,60.42,0.0,0.0,11.85,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.63
10-08-2017 03:00:00,0.0,0.0,0.0,34.84,0.0,0.0,0.0,71.04,0.0,0.0,13.93,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.84
10-08-2017 04:00:00,0.0,0.0,0.0,32.23,0.0,0.0,0.0,65.73,0.0,0.0,12.89,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.23
10-08-2017 05:00:00,0.0,0.0,0.0,33.78,0.0,0.0,0.0,68.89,0.0,0.0,13.51,7.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.78
10-08-2017 06:00:00,0.0,0.0,0.0,60.7,0.0,0.0,0.0,123.78,0.0,0.0,24.28,11.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.7
10-08-2017 07:00:00,0.0,0.0,0.0,70.84,0.0,0.0,0.0,144.45,0.0,0.0,28.33,13.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.84
10-08-2017 08:00:00,0.0,0.0,0.0,51.55,0.0,0.0,0.0,105.12,0.0,0.0,20.62,15.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.55
10-08-2017 09:00:00,0.0,0.0,0.0,59.36,0.0,0.0,0.0,121.05,0.0,0.0,23.74,15.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.36
10-08-2017 10:00:00,0.0,0.0,0.0,53.77,0.0,0.0,0.0,109.64,0.0,0.0,21.51,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.77
10-08-2017 11:00:00,0.0,0.0,0.0,47.68,0.0,0.0,0.0,97.23,0.0,0.0,19.07,11.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.68
10-08-2017 12:00:00,0.0,0.0,0.0,54.82,0.0,0.0,0.0,111.8,0.0,0.0,21.93,13.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.82
10-08-2017 13:00:00,0.0,0.0,0.0,39.87,0.0,0.0,0.0,81.3,0.0,0.0,15.95,11.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.87
10-08-2017 14:00:00,0.0,0.0,0.0,41.7,0.0,0.0,0.0,85.03,0.0,0.0,16.68,10.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.7
10-08-2017 15:00:00,0.0,0.0,0.0,48.84,0.0,0.0,0.0,99.6,0.0,0.0,19.54,12.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.84
10-08-2017 16:00:00,0.0,0.0,0.0,43.14,0.0,0.0,0.0,87.98,0.0,0.0,17.26,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.14
10-08-2017 17:00:00,0.0,0.0,0.0,44.41,0.0,0.0,0.0,90.56,0.0,0.0,17.76,13.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.41
10-08-2017 18:00:00,0.0,0.0,0.0,67.0,0.0,0.0,0.0,136.62,0.0,0.0,26.8,20.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
10-08-2017 19:00:00,0.0,0.0,0.0,46.73,0.0,0.0,0.0,95.29,0.0,0.0,18.69,15.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.73
10-08-2017 20:00:00,0.0,0.0,0.0,62.25,0.0,0.0,0.0,126.94,0.0,0.0,24.9,12.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.25
10-08-2017 21:00:00,0.0,0.0,0.0,64.85,0.0,0.0,0.0,132.25,0.0,0.0,25.94,12.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.85
10-08-2017 22:00:00,0.0,0.0,0.0,44.3,0.0,0.0,0.0,90.34,0.0,0.0,17.72,10.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.3
10-08-2017 23:00:00,0.0,0.0,0.0,44.3,0.0,0.0,0.0,90.34,0.0,0.0,17.72,10.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.3
11-08-2017 00:00:00,0.0,0.0,0.0,43.14,0.0,0.0,0.0,87.98,0.0,0.0,17.26,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.14
11-08-2017 01:00:00,0.0,0.0,0.0,39.38,0.0,0.0,0.0,80.3,0.0,0.0,15.75,8.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.38
11-08-2017 02:00:00,0.0,0.0,0.0,29.63,0.0,0.0,0.0,60.42,0.0,0.0,11.85,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.63
11-08-2017 03:00:00,0.0,0.0,0.0,29.63,0.0,0.0,0.0,60.42,0.0,0.0,11.85,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.63
11-08-2017 04:00:00,0.0,0.0,0.0,33.01,0.0,0.0,0.0,67.31,0.0,0.0,13.2,6.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.01
11-08-2017 05:00:00,0.0,0.0,0.0,30.02,0.0,0.0,0.0,61.21,0.0,0.0,12.01,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.02
11-08-2017 06:00:00,0.0,0.0,0.0,36.0,0.0,0.0,0.0,73.41,0.0,0.0,14.4,7.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
11-08-2017 07:00:00,0.0,0.0,0.0,40.54,0.0,0.0,0.0,82.67,0.0,0.0,16.21,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.54
11-08-2017 08:00:00,0.0,0.0,0.0,51.83,0.0,0.0,0.0,105.7,0.0,0.0,20.73,12.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.83
11-08-2017 09:00:00,0.0,0.0,0.0,79.53,0.0,0.0,0.0,162.17,0.0,0.0,31.81,17.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.53
11-08-2017 10:00:00,0.0,0.0,0.0,77.7,0.0,0.0,0.0,158.44,0.0,0.0,31.08,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.7
11-08-2017 11:00:00,0.0,0.0,0.0,83.01,0.0,0.0,0.0,169.28,0.0,0.0,33.2,20.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.01
11-08-2017 12:00:00,0.0,0.0,0.0,71.71,0.0,0.0,0.0,146.24,0.0,0.0,28.69,17.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.71
11-08-2017 13:00:00,0.0,0.0,0.0,69.78,0.0,0.0,0.0,142.3,0.0,0.0,27.91,15.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.78
11-08-2017 14:00:00,0.0,0.0,0.0,60.31,0.0,0.0,0.0,123.0,0.0,0.0,24.13,10.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.31
11-08-2017 15:00:00,0.0,0.0,0.0,63.69,0.0,0.0,0.0,129.88,0.0,0.0,25.48,11.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.69
11-08-2017 16:00:00,0.0,0.0,0.0,69.11,0.0,0.0,0.0,140.93,0.0,0.0,27.64,17.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.11
11-08-2017 17:00:00,0.0,0.0,0.0,62.92,0.0,0.0,0.0,128.31,0.0,0.0,25.17,10.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.92
11-08-2017 18:00:00,0.0,0.0,0.0,73.54,0.0,0.0,0.0,149.98,0.0,0.0,29.42,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.54
11-08-2017 19:00:00,0.0,0.0,0.0,74.91,0.0,0.0,0.0,152.77,0.0,0.0,29.97,22.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.91
11-08-2017 20:00:00,0.0,0.0,0.0,41.42,0.0,0.0,0.0,84.46,0.0,0.0,16.57,12.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.42
11-08-2017 21:00:00,0.0,0.0,0.0,49.62,0.0,0.0,0.0,101.18,0.0,0.0,19.85,13.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.62
11-08-2017 22:00:00,0.0,0.0,0.0,67.74,0.0,0.0,0.0,138.14,0.0,0.0,27.1,10.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.74
11-08-2017 23:00:00,0.0,0.0,0.0,56.65,0.0,0.0,0.0,115.53,0.0,0.0,22.66,12.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.65
12-08-2017 00:00:00,0.0,0.0,0.0,39.87,0.0,0.0,0.0,81.3,0.0,0.0,15.95,11.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.87
12-08-2017 01:00:00,0.0,0.0,0.0,32.23,0.0,0.0,0.0,65.73,0.0,0.0,12.89,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.23
12-08-2017 02:00:00,0.0,0.0,0.0,34.17,0.0,0.0,0.0,69.68,0.0,0.0,13.67,8.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.17
12-08-2017 03:00:00,0.0,0.0,0.0,30.02,0.0,0.0,0.0,61.21,0.0,0.0,12.01,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.02
12-08-2017 04:00:00,0.0,0.0,0.0,32.23,0.0,0.0,0.0,65.73,0.0,0.0,12.89,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.23
12-08-2017 05:00:00,0.0,0.0,0.0,32.62,0.0,0.0,0.0,66.52,0.0,0.0,13.05,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.62
12-08-2017 06:00:00,0.0,0.0,0.0,35.22,0.0,0.0,0.0,71.83,0.0,0.0,14.09,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.22
12-08-2017 07:00:00,0.0,0.0,0.0,40.92,0.0,0.0,0.0,83.45,0.0,0.0,16.37,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.92
12-08-2017 08:00:00,0.0,0.0,0.0,52.32,0.0,0.0,0.0,106.7,0.0,0.0,20.93,15.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.32
12-08-2017 09:00:00,0.0,0.0,0.0,61.97,0.0,0.0,0.0,126.37,0.0,0.0,24.79,15.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.97
