Date (CEST),HOB_Fuel_Input_A1[Dim 1][MW],HOB_Output_Backup[Dim 1][MW],HP_Electricity_Consumption_A1[Dim 1][MW],HP_Load_Output_A1[Dim 1][MW],Thermal_Output_A1[Dim 1][MW],Waste_BP_Load_A1[Dim 1][MW],Waste_CHP_Electricity_Output_A1[Dim 1][MW],Waste_CHP_Load_Output_A1[Dim 1][MW],Waste_Fuel_Input_A1[Dim 1][MW],Waste_Turbine_Load_A1[Dim 1][MW],Wood_BP_Load_A1[Dim 1][MW],Wood_CHP_Electricity_Output_A1[Dim 1][MW],Wood_CHP_Load_Output_A1[Dim 1][MW],Wood_Fuel_Input_A1[Dim 1][MW],Wood_Turbine_Load_A1[Dim 1][MW],HOB_Fuel_Input_A2[Dim 1][MW],HOB_Load_Output_A2[Dim 1][MW],HP_Electricity_Consumption_A2[Dim 1][MW],HP_Load_Output_A2[Dim 1][MW],Pellet_BP_Load_A2[Dim 1][MW],Pellet_CHP_Electricity_Output_A2[Dim 1][MW],Pellet_CHP_Load_Output_A2[Dim 1][MW],Pellet_Fuel_Input_A2[Dim 1][MW],Pellet_Turbine_Load_A2[Dim 1][MW],Thermal_Output_A2[Dim 1][MW],Area_Exchange[Dim 1][MW]
15-04-2017 14:00:00,0.00,0.00,0.00,0.00,117.28,0.00,46.91,117.28,239.17,117.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.34
15-04-2017 15:00:00,0.00,0.00,0.00,0.00,133.75,0.00,53.50,133.75,272.75,133.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.24,0.00,0.00,0.00,0.00,0.00,0.24,40.00
15-04-2017 16:00:00,0.00,0.00,0.00,0.00,117.21,0.00,46.88,117.21,239.02,117.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.08
15-04-2017 17:00:00,0.00,0.00,0.00,0.00,157.19,0.00,62.88,157.19,320.54,157.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.94,10.31,0.00,0.00,0.00,0.00,0.00,10.31,40.00
15-04-2017 18:00:00,0.00,0.00,0.00,0.00,170.21,0.00,68.08,170.21,347.10,170.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,20.00,3.85,0.00,3.85,5.35,0.00,23.85,40.00
15-04-2017 19:00:00,0.00,0.00,0.00,0.00,201.46,0.00,80.58,201.46,410.82,201.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,20.00,21.26,0.00,21.26,29.54,0.00,41.26,40.00
15-04-2017 20:00:00,0.00,0.00,0.00,0.00,170.21,0.00,68.08,170.21,347.10,170.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,20.00,18.17,0.00,18.17,25.24,0.00,38.17,40.00
15-04-2017 21:00:00,0.00,0.00,0.00,0.00,170.21,0.00,68.08,170.21,347.10,170.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,20.00,6.95,0.00,6.95,9.65,0.00,26.95,40.00
15-04-2017 22:00:00,0.00,0.00,0.00,0.00,209.27,0.00,83.71,209.27,426.76,209.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.38,15.34,0.00,0.00,0.00,0.00,0.00,15.34,40.00
15-04-2017 23:00:00,0.00,0.00,0.00,0.00,191.04,0.00,76.42,191.04,389.58,191.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.39,11.85,0.00,0.00,0.00,0.00,0.00,11.85,40.00
16-04-2017 00:00:00,0.00,0.00,0.00,0.00,196.25,0.00,78.50,196.25,400.20,196.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.94,10.31,0.00,0.00,0.00,0.00,0.00,10.31,40.00
16-04-2017 01:00:00,0.00,0.00,0.00,0.00,201.46,0.00,80.58,201.46,410.82,201.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.94,10.31,0.00,0.00,0.00,0.00,0.00,10.31,40.00
16-04-2017 02:00:00,0.00,0.00,0.00,0.00,214.48,0.00,85.79,214.48,437.38,214.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.39,11.85,0.00,0.00,0.00,0.00,0.00,11.85,40.00
16-04-2017 03:00:00,0.00,0.00,0.00,0.00,222.29,0.00,88.92,222.29,453.31,222.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.17,11.08,0.00,0.00,0.00,0.00,0.00,11.08,40.00
16-04-2017 04:00:00,0.00,0.00,0.00,0.00,237.92,0.00,95.17,237.92,485.17,237.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.61,12.63,0.00,0.00,0.00,0.00,0.00,12.63,40.00
16-04-2017 05:00:00,0.00,0.00,0.00,0.00,500.94,0.00,160.00,400.00,815.70,400.00,0.00,40.38,100.94,205.82,100.94,0.00,0.00,3.83,13.40,0.00,0.00,0.00,0.00,0.00,13.40,40.00
16-04-2017 06:00:00,0.00,0.00,0.00,0.00,446.25,0.00,160.00,400.00,815.70,400.00,0.00,18.50,46.25,94.31,46.25,0.00,0.00,5.71,20.00,23.20,0.00,23.20,32.23,0.00,43.20,40.00
16-04-2017 07:00:00,0.00,0.00,0.00,0.00,430.63,0.00,160.00,400.00,815.70,400.00,0.00,12.25,30.63,62.45,30.63,0.00,0.00,5.71,20.00,22.42,0.00,22.42,31.15,0.00,42.42,40.00
16-04-2017 08:00:00,0.00,0.00,0.00,0.00,428.02,0.00,160.00,400.00,815.70,400.00,0.00,11.21,28.02,57.14,28.02,0.00,0.00,4.93,17.27,0.00,0.00,0.00,0.00,0.00,17.27,40.00
16-04-2017 09:00:00,0.00,0.00,0.00,0.00,352.50,0.00,141.00,352.50,718.84,352.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.93,17.27,0.00,0.00,0.00,0.00,0.00,17.27,40.00
16-04-2017 10:00:00,0.00,0.00,0.00,0.00,342.08,0.00,136.83,342.08,697.59,342.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.39,11.85,0.00,0.00,0.00,0.00,0.00,11.85,40.00
16-04-2017 11:00:00,0.00,0.00,0.00,0.00,342.08,0.00,136.83,342.08,697.59,342.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.63,0.00,0.00,0.00,0.00,0.00,0.63,40.00
16-04-2017 12:00:00,0.00,0.00,0.00,0.00,329.06,0.00,131.63,329.06,671.04,329.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,1.02,0.00,0.00,0.00,0.00,0.00,1.02,40.00
16-04-2017 13:00:00,0.00,0.00,0.00,0.00,257.24,0.00,102.89,257.24,524.57,257.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.28
16-04-2017 14:00:00,0.00,0.00,0.00,0.00,230.88,0.00,92.35,230.88,470.83,230.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.15
16-04-2017 15:00:00,0.00,0.00,0.00,0.00,214.94,0.00,85.98,214.94,438.32,214.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.03
16-04-2017 16:00:00,0.00,0.00,0.00,0.00,199.14,0.00,79.66,199.14,406.10,199.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.06
16-04-2017 17:00:00,0.00,0.00,0.00,0.00,254.25,0.00,101.70,254.25,518.47,254.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.89
16-04-2017 18:00:00,0.00,0.00,0.00,0.00,257.34,0.00,102.94,257.34,524.78,257.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.99
16-04-2017 19:00:00,0.00,0.00,0.00,0.00,295.21,0.00,118.08,295.21,602.00,295.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.83,13.40,0.00,0.00,0.00,0.00,0.00,13.40,40.00
16-04-2017 20:00:00,0.00,0.00,0.00,0.00,276.98,0.00,110.79,276.98,564.83,276.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,20.00,3.85,0.00,3.85,5.35,0.00,23.85,40.00
16-04-2017 21:00:00,0.00,0.00,0.00,0.00,305.63,0.00,122.25,305.63,623.25,305.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,20.00,11.98,0.00,11.98,16.64,0.00,31.98,40.00
16-04-2017 22:00:00,0.00,0.00,0.00,0.00,170.21,0.00,68.08,170.21,347.10,170.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,20.00,10.04,0.00,10.04,13.95,0.00,30.04,40.00
16-04-2017 23:00:00,0.00,0.00,0.00,0.00,206.67,0.00,82.67,206.67,421.45,206.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,20.00,1.91,0.00,1.91,2.66,0.00,21.91,40.00
17-04-2017 00:00:00,0.00,0.00,0.00,0.00,214.48,0.00,85.79,214.48,437.38,214.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,20.00,2.30,0.00,2.30,3.20,0.00,22.30,40.00
17-04-2017 01:00:00,0.00,0.00,0.00,0.00,243.13,0.00,97.25,243.13,495.79,243.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,20.00,0.37,0.00,0.37,0.51,0.00,20.37,40.00
17-04-2017 02:00:00,0.00,0.00,0.00,0.00,263.96,0.00,105.58,263.96,538.28,263.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,19.98,0.00,0.00,0.00,0.00,0.00,19.98,40.00
17-04-2017 03:00:00,0.00,0.00,0.00,0.00,282.19,0.00,112.88,282.19,575.45,282.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,20.00,0.37,0.00,0.37,0.51,0.00,20.37,40.00
17-04-2017 04:00:00,0.00,0.00,0.00,0.00,305.63,0.00,122.25,305.63,623.25,305.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,20.00,5.78,0.00,5.78,8.04,0.00,25.78,40.00
17-04-2017 05:00:00,0.00,0.00,0.00,0.00,594.69,0.00,160.00,400.00,815.70,400.00,0.00,77.88,194.69,396.98,194.69,0.00,0.00,4.71,16.50,0.00,0.00,0.00,0.00,0.00,16.50,40.00
17-04-2017 06:00:00,0.00,0.00,0.00,0.00,456.67,0.00,160.00,400.00,815.70,400.00,0.00,22.67,56.67,115.55,56.67,0.00,0.00,5.71,20.00,21.26,0.00,21.26,29.54,0.00,41.26,40.00
17-04-2017 07:00:00,0.00,0.00,0.00,0.00,506.15,0.00,160.00,400.00,815.70,400.00,0.00,42.46,106.15,216.44,106.15,0.00,0.00,5.71,20.00,22.42,0.00,22.42,31.15,0.00,42.42,40.00
17-04-2017 08:00:00,0.00,0.00,0.00,0.00,391.70,0.00,156.68,391.70,798.78,391.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.54
17-04-2017 09:00:00,0.00,0.00,0.00,0.00,326.46,0.00,130.58,326.46,665.73,326.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.40,4.89,0.00,0.00,0.00,0.00,0.00,4.89,40.00
17-04-2017 10:00:00,0.00,0.00,0.00,0.00,316.04,0.00,126.42,316.04,644.49,316.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,1.02,0.00,0.00,0.00,0.00,0.00,1.02,40.00
17-04-2017 11:00:00,0.00,0.00,0.00,0.00,281.24,0.00,112.50,281.24,573.52,281.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.64
17-04-2017 12:00:00,0.00,0.00,0.00,0.00,322.80,0.00,129.12,322.80,658.27,322.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.93
17-04-2017 13:00:00,0.00,0.00,0.00,0.00,279.94,0.00,111.98,279.94,570.87,279.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.32
17-04-2017 14:00:00,0.00,0.00,0.00,0.00,188.80,0.00,75.52,188.80,385.00,188.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.32
17-04-2017 15:00:00,0.00,0.00,0.00,0.00,191.01,0.00,76.41,191.01,389.53,191.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.93
17-04-2017 16:00:00,0.00,0.00,0.00,0.00,175.78,0.00,70.31,175.78,358.45,175.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.32
17-04-2017 17:00:00,0.00,0.00,0.00,0.00,172.99,0.00,69.20,172.99,352.78,172.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.35
17-04-2017 18:00:00,0.00,0.00,0.00,0.00,211.60,0.00,84.64,211.60,431.50,211.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.70
17-04-2017 19:00:00,0.00,0.00,0.00,0.00,254.92,0.00,101.97,254.92,519.84,254.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.96
17-04-2017 20:00:00,0.00,0.00,0.00,0.00,263.96,0.00,105.58,263.96,538.28,263.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.71,16.50,0.00,0.00,0.00,0.00,0.00,16.50,40.00
17-04-2017 21:00:00,0.00,0.00,0.00,0.00,211.88,0.00,84.75,211.88,432.07,211.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.72,9.53,0.00,0.00,0.00,0.00,0.00,9.53,40.00
17-04-2017 22:00:00,0.00,0.00,0.00,0.00,136.35,0.00,54.54,136.35,278.06,136.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.73,6.05,0.00,0.00,0.00,0.00,0.00,6.05,40.00
17-04-2017 23:00:00,0.00,0.00,0.00,0.00,92.40,0.00,36.96,92.40,188.43,92.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.51
18-04-2017 00:00:00,0.00,0.00,0.00,0.00,85.36,0.00,34.14,85.36,174.08,85.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.28
18-04-2017 01:00:00,0.00,0.00,0.00,0.00,98.10,0.00,39.24,98.10,200.05,98.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.60
18-04-2017 02:00:00,0.00,0.00,0.00,0.00,120.59,0.00,48.23,120.59,245.91,120.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.86
18-04-2017 03:00:00,0.00,0.00,0.00,0.00,144.17,0.00,57.67,144.17,293.99,144.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.06,3.73,0.00,0.00,0.00,0.00,0.00,3.73,40.00
18-04-2017 04:00:00,0.00,0.00,0.00,0.00,167.60,0.00,67.04,167.60,341.79,167.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.84,6.44,0.00,0.00,0.00,0.00,0.00,6.44,40.00
18-04-2017 05:00:00,0.00,0.00,0.00,0.00,412.40,0.00,160.00,400.00,815.70,400.00,0.00,4.96,12.40,25.28,12.40,0.00,0.00,3.17,11.08,0.00,0.00,0.00,0.00,0.00,11.08,40.00
18-04-2017 06:00:00,0.00,0.00,0.00,0.00,394.17,0.00,157.67,394.17,803.80,394.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,20.00,14.30,0.00,14.30,19.86,0.00,34.30,40.00
18-04-2017 07:00:00,0.00,0.00,0.00,0.00,401.98,0.00,160.00,400.00,815.70,400.00,0.00,0.79,1.98,4.04,1.98,0.00,0.00,5.71,20.00,8.49,0.00,8.49,11.80,0.00,28.49,40.00
18-04-2017 08:00:00,0.00,0.00,0.00,0.00,336.88,0.00,134.75,336.88,686.97,336.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.61,9.14,0.00,0.00,0.00,0.00,0.00,9.14,40.00
18-04-2017 09:00:00,0.00,0.00,0.00,0.00,354.57,0.00,141.83,354.57,723.07,354.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.47
18-04-2017 10:00:00,0.00,0.00,0.00,0.00,320.62,0.00,128.25,320.62,653.82,320.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.76
18-04-2017 11:00:00,0.00,0.00,0.00,0.00,261.00,0.00,104.40,261.00,532.25,261.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.44
18-04-2017 12:00:00,0.00,0.00,0.00,0.00,279.51,0.00,111.81,279.51,570.00,279.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.12
18-04-2017 13:00:00,0.00,0.00,0.00,0.00,261.85,0.00,104.74,261.85,533.98,261.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.47
18-04-2017 14:00:00,0.00,0.00,0.00,0.00,220.75,0.00,88.30,220.75,450.16,220.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.83
18-04-2017 15:00:00,0.00,0.00,0.00,0.00,221.91,0.00,88.76,221.91,452.53,221.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.99
18-04-2017 16:00:00,0.00,0.00,0.00,0.00,193.65,0.00,77.46,193.65,394.90,193.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.38
18-04-2017 17:00:00,0.00,0.00,0.00,0.00,215.75,0.00,86.30,215.75,439.97,215.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.25
18-04-2017 18:00:00,0.00,0.00,0.00,0.00,195.41,0.00,78.16,195.41,398.48,195.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.34
18-04-2017 19:00:00,0.00,0.00,0.00,0.00,224.83,0.00,89.93,224.83,458.48,224.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.12
18-04-2017 20:00:00,0.00,0.00,0.00,0.00,270.36,0.00,108.15,270.36,551.34,270.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.99
18-04-2017 21:00:00,0.00,0.00,0.00,0.00,261.35,0.00,104.54,261.35,532.97,261.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.61,12.63,0.00,0.00,0.00,0.00,0.00,12.63,40.00
18-04-2017 22:00:00,0.00,0.00,0.00,0.00,119.71,0.00,47.88,119.71,244.11,119.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.37
18-04-2017 23:00:00,0.00,0.00,0.00,0.00,89.13,0.00,35.65,89.13,181.75,89.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.44
19-04-2017 00:00:00,0.00,0.00,0.00,0.00,87.30,0.00,34.92,87.30,178.02,87.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.21
19-04-2017 01:00:00,0.00,0.00,0.00,0.00,99.26,0.00,39.70,99.26,202.42,99.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.76
19-04-2017 02:00:00,0.00,0.00,0.00,0.00,120.73,0.00,48.29,120.73,246.20,120.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.63,0.00,0.00,0.00,0.00,0.00,0.63,40.00
19-04-2017 03:00:00,0.00,0.00,0.00,0.00,144.17,0.00,57.67,144.17,293.99,144.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.29,4.50,0.00,0.00,0.00,0.00,0.00,4.50,40.00
19-04-2017 04:00:00,0.00,0.00,0.00,0.00,172.81,0.00,69.13,172.81,352.41,172.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.51,5.27,0.00,0.00,0.00,0.00,0.00,5.27,40.00
19-04-2017 05:00:00,0.00,0.00,0.00,0.00,409.79,0.00,160.00,400.00,815.70,400.00,0.00,3.92,9.79,19.97,9.79,0.00,0.00,4.27,14.95,0.00,0.00,0.00,0.00,0.00,14.95,40.00
19-04-2017 06:00:00,0.00,0.00,0.00,0.00,443.65,0.00,160.00,400.00,815.70,400.00,0.00,17.46,43.65,89.00,43.65,0.00,0.00,5.71,20.00,10.04,0.00,10.04,13.95,0.00,30.04,40.00
19-04-2017 07:00:00,0.00,0.00,0.00,0.00,420.21,0.00,160.00,400.00,815.70,400.00,0.00,8.08,20.21,41.21,20.21,0.00,0.00,5.71,20.00,9.27,0.00,9.27,12.87,0.00,29.27,40.00
19-04-2017 08:00:00,0.00,0.00,0.00,0.00,309.60,0.00,123.84,309.60,631.36,309.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.96
19-04-2017 09:00:00,0.00,0.00,0.00,0.00,254.21,0.00,101.69,254.21,518.41,254.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.44
19-04-2017 10:00:00,0.00,0.00,0.00,0.00,195.38,0.00,78.15,195.38,398.42,195.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.90
19-04-2017 11:00:00,0.00,0.00,0.00,0.00,165.39,0.00,66.16,165.39,337.27,165.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.77
19-04-2017 12:00:00,0.00,0.00,0.00,0.00,171.45,0.00,68.58,171.45,349.62,171.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.80
19-04-2017 13:00:00,0.00,0.00,0.00,0.00,129.39,0.00,51.76,129.39,263.86,129.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.41
19-04-2017 14:00:00,0.00,0.00,0.00,0.00,104.30,0.00,41.72,104.30,212.70,104.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.16
19-04-2017 15:00:00,0.00,0.00,0.00,0.00,99.87,0.00,39.95,99.87,203.66,99.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.93
19-04-2017 16:00:00,0.00,0.00,0.00,0.00,92.06,0.00,36.82,92.06,187.72,92.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.93
19-04-2017 17:00:00,0.00,0.00,0.00,0.00,121.79,0.00,48.72,121.79,248.36,121.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.83
19-04-2017 18:00:00,0.00,0.00,0.00,0.00,135.33,0.00,54.13,135.33,275.98,135.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.37
19-04-2017 19:00:00,0.00,0.00,0.00,0.00,162.40,0.00,64.96,162.40,331.17,162.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.24,0.00,0.00,0.00,0.00,0.00,0.24,40.00
19-04-2017 20:00:00,0.00,0.00,0.00,0.00,175.63,0.00,70.25,175.63,358.15,175.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.80
19-04-2017 21:00:00,0.00,0.00,0.00,0.00,188.44,0.00,75.38,188.44,384.27,188.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.60,19.59,0.00,0.00,0.00,0.00,0.00,19.59,40.00
19-04-2017 22:00:00,0.00,0.00,0.00,0.00,115.52,0.00,46.21,115.52,235.58,115.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,3.34,0.00,0.00,0.00,0.00,0.00,3.34,40.00
19-04-2017 23:00:00,0.00,0.00,0.00,0.00,90.26,0.00,36.10,90.26,184.06,90.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.15
20-04-2017 00:00:00,0.00,0.00,0.00,0.00,67.88,0.00,27.15,67.88,138.42,67.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.60
20-04-2017 01:00:00,0.00,0.00,0.00,0.00,57.18,0.00,22.87,57.18,116.60,57.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.93
20-04-2017 02:00:00,0.00,0.00,0.00,0.00,52.89,0.00,21.16,52.89,107.85,52.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.22
20-04-2017 03:00:00,0.00,0.00,0.00,0.00,88.92,0.00,35.57,88.92,181.33,88.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.02
20-04-2017 04:00:00,0.00,0.00,0.00,0.00,97.89,0.00,39.16,97.89,199.63,97.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.18
20-04-2017 05:00:00,0.00,0.00,0.00,0.00,261.88,0.00,104.75,261.88,534.04,261.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.92
20-04-2017 06:00:00,0.00,0.00,0.00,0.00,360.31,0.00,144.13,360.31,734.77,360.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.17,11.08,0.00,0.00,0.00,0.00,0.00,11.08,40.00
20-04-2017 07:00:00,0.00,0.00,0.00,0.00,355.10,0.00,142.04,355.10,724.15,355.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17,7.60,0.00,0.00,0.00,0.00,0.00,7.60,40.00
